question_id,standard,category,method,keypoint_recall,all_keypoints_correct,source_citation_accuracy,clause_citation_accuracy,answer_composite,retrieval_source_hit,retrieval_evidence_recall,total_latency_s,prompt_tokens,completion_tokens,question,gold_answer,answer
HD037,JTG 3370.1-2018,direct,RAG,0.6666666666666666,0.0,1.0,1.0,0.75,1.0,1.0,7.4582,3906,207,根据JTG 3370.1-2018，辅助工程措施按功能可分为哪两类？其中，针对自稳性差地段应采取何种措施？该类措施又可细分为哪两种类型？,辅助工程措施可分为围岩稳定措施和涌水处理措施。自稳性差的地段是指采用锚杆、喷射混凝土、钢支撑等难以保持围岩稳定，容易发生开挖面失稳、隧道坍塌、冒顶等地段，对这类地层可采取围岩稳定措施以增强围岩的稳定性。围岩稳定措施又可以分为对围岩预加固措施和围岩支护措施。,根据《JTG 3370.1-2018 公路隧道设计规范 第一册 土建工程》第253页 **13.1.1 条**：  - 辅助工程措施按功能可分为两类：     **围岩稳定措施** 和 **涌水处理措施**。  - 针对**自稳性差的地段**（即采用锚杆、喷射混凝土、钢支撑等难以保持围岩稳定，易发生开挖面失稳、坍塌、冒顶等地段），应采取：     **围岩稳定措施**，以增强围岩的稳定性。  - 围岩稳定措施又可细分为两种类型：     **围岩预加固措施** 和 **围岩支护措施**。  > 规范依据：JTG 3370.1-2018，第253页，13.1.1条。
HD037,JTG 3370.1-2018,direct,LightRAG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0876,8787,315,根据JTG 3370.1-2018，辅助工程措施按功能可分为哪两类？其中，针对自稳性差地段应采取何种措施？该类措施又可细分为哪两种类型？,辅助工程措施可分为围岩稳定措施和涌水处理措施。自稳性差的地段是指采用锚杆、喷射混凝土、钢支撑等难以保持围岩稳定，容易发生开挖面失稳、隧道坍塌、冒顶等地段，对这类地层可采取围岩稳定措施以增强围岩的稳定性。围岩稳定措施又可以分为对围岩预加固措施和围岩支护措施。,根据《JTG 3370.1-2018 公路隧道设计规范 第一册 土建工程》：  1. **辅助工程措施按功能可分为两类**：      - **围岩稳定措施**      - **涌水处理措施**      （依据：第75页 13.1.1 条；第253页 13.1.1 条）  2. **针对自稳性差地段应采取的措施**：      应采取**围岩稳定措施**，以增强围岩稳定性，防止开挖面失稳、隧道坍塌、冒顶等。      （依据：第75页 13.1.1 条：“自稳性差的地段……可采取围岩稳定措施以增强围岩的稳定性”）  3. **围岩稳定措施又可细分为两种类型**：      - **对围岩预加固措施**      - **围岩支护措施**      （依据：第253页 13.1.1 条末句：“围岩稳定措施又可以分为对围岩预加固措施和围岩支护措施。”）  综上，结论为：   - 两类：围岩稳定措施、涌水处理措施；   - 自稳性差地段：围岩稳定措施；   - 细分：围岩预加固措施、围岩支护措施。
HD038,JTG 3370.1-2018,direct,LLM,0.0,0.0,1.0,0.0,0.15,nan,nan,12.704,231,421,根据JTG 3370.1-2018，采用荷载结构模型进行隧道衬砌设计时，应如何处理围岩对衬砌变形的约束作用？,需考虑围岩对衬砌变形的约束作用。围岩与衬砌切向的摩擦力对衬砌内力的影响，视为衬砌结构的安全储备。,根据《公路隧道设计规范 第一册 土建工程》（JTG 3370.1—2018），采用荷载—结构模型进行隧道衬砌设计时，**围岩对衬砌变形的约束作用应通过设置弹性支承（即弹性链杆或弹簧）来模拟**。  具体依据如下：  - **第5.3.2条**（荷载—结构法计算模型）规定：     > “衬砌结构可按平面杆系结构分析，围岩对衬砌的约束作用宜用弹性支承模拟，弹性支承的刚度可根据围岩级别、衬砌与围岩接触状态及施工方法等综合确定。”  - **条文说明第5.3.2条**进一步指出：     > “弹性支承刚度反映围岩抵抗衬砌变形的能力，其取值可参考工程类比、现场量测或数值反演结果；对于整体式模筑混凝土衬砌，常按‘主动荷载+被动抗力’模式处理，其中被动抗力即由弹性支承体现。”  - 弹性支承通常布置在拱脚、边墙中部和仰拱等关键位置，其刚度（单位：kN/m² 或 kN/m）需结合围岩等级（如Ⅲ～Ⅵ级）、超挖回填情况、初期支护参与程度等因素合理取值；规范未给出统一公式，但强调应“综合确定”。  综上：   ✅ **处理方式**：用弹性支承（弹簧）模拟围岩约束；   ✅ **核心条款**：JTG 3370.1—2018 第5.3.2条及条文说明；   ⚠️ 注意：该模型将围岩简化为离散支点弹性约束，不考虑围岩连续变形协调，适用于中硬及以上围岩、有足够初期支护或二次衬砌及时施作的情形。
HD038,JTG 3370.1-2018,direct,RAG,0.0,0.0,1.0,1.0,0.25,1.0,1.0,12.4311,3461,396,根据JTG 3370.1-2018，采用荷载结构模型进行隧道衬砌设计时，应如何处理围岩对衬砌变形的约束作用？,需考虑围岩对衬砌变形的约束作用。围岩与衬砌切向的摩擦力对衬砌内力的影响，视为衬砌结构的安全储备。,根据JTG 3370.1-2018《公路隧道设计规范 第一册 土建工程》，采用荷载结构模型进行隧道衬砌设计时，**应考虑围岩对衬砌变形的约束作用**，具体处理方式如下：  - **需在计算中体现围岩约束效应**：模型试验及理论分析表明，隧道衬砌承载后的变形受到围岩约束，从而改善衬砌工作状态、提高其承载能力；因此，在采用荷载结构模型设计时，**必须考虑围岩对衬砌变形的约束作用**（见规范第9.2.2条）。  - **弹性抗力按局部变形理论计算**：对于回填密实的衬砌，弹性抗力的大小及分布可采用局部变形理论，按式（9.2.2）计算确定：     \[   \sigma = k\delta   \]     其中，\(\sigma\) 为弹性抗力（kPa），\(k\) 为围岩弹性抗力系数（kPa/m），\(\delta\) 为衬砌表面法向位移（m）（见规范第9.2.2条及第58页）。  - **切向摩擦力视为安全储备**：围岩与衬砌之间的切向摩擦力对衬砌内力的影响，**不作为主动计算因素，而视为衬砌结构的安全储备**（见规范第9.2.2条）。  综上，围岩约束作用通过引入弹性抗力（按式9.2.2）予以量化体现，而切向摩擦力则纳入安全储备，不参与内力计算。   **依据条款**：JTG 3370.1-2018 第9.2.2条（第58页）。
HD038,JTG 3370.1-2018,direct,LightRAG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.3365,8703,263,根据JTG 3370.1-2018，采用荷载结构模型进行隧道衬砌设计时，应如何处理围岩对衬砌变形的约束作用？,需考虑围岩对衬砌变形的约束作用。围岩与衬砌切向的摩擦力对衬砌内力的影响，视为衬砌结构的安全储备。,根据JTG 3370.1-2018《公路隧道设计规范 第一册 土建工程》，采用荷载结构模型进行隧道衬砌设计时，对围岩对衬砌变形的约束作用应作如下处理：  **结论**：需在荷载结构模型中**考虑围岩对衬砌变形的约束作用**；同时，围岩与衬砌切向的摩擦力对衬砌内力的影响，**视为衬砌结构的安全储备**。  **依据条款**： - **第9.2.2条**（见第227页及第58页）明确指出：   > “模型试验及理论分析表明，隧道衬砌承载后的变形受到围岩的约束，从而改善了衬砌的工作状态，提高了衬砌的承载能力，采用荷载结构模型设计时，需考虑围岩对衬砌变形的约束作用。围岩与衬砌切向的摩擦力对衬砌内力的影响，视为衬砌结构的安全储备。”  该规定适用于采用荷载结构法计算隧道衬砌内力和变形的情形（如深埋隧道整体式衬砌、明洞衬砌等），是确保设计合理性和安全性的关键要求。
HD039,JTG 3370.1-2018,direct,LLM,0.0,0.0,1.0,0.0,0.15,nan,nan,18.6334,242,589,根据JTG 3370.1-2018，公路隧道横断面净空除满足建筑限界外，还需考虑哪些功能空间需求，并对隧道内轮廓线与建筑限界的最小距离有何具体要求？,需满足洞内排水、通风、照明、消防、监控、内装、交通工程及附属设施等所需要的空间；并考虑一定的预留富余量，隧道内轮廓线与建筑限界的最小距离要求不小于50mm。,根据《公路隧道设计规范 第一册 土建工程》（JTG 3370.1—2018）：  ### 一、除建筑限界外，还需考虑的功能空间需求包括： 1. **通风设备空间**：如射流风机安装空间、风道布置空间； 2. **照明设施空间**：灯具安装、检修及布线所需空间； 3. **消防设施空间**：消火栓箱、灭火器箱、消防管道、应急照明等布置空间； 4. **监控与通信设施空间**：摄像机、扬声器、信号灯、线缆桥架等安装与维护空间； 5. **排水系统空间**：侧沟、中心水沟、集水井及相应盖板/检修口空间； 6. **电缆槽与管线空间**：强弱电电缆槽、通信光缆、供配电管线等敷设空间； 7. **检修通道与安全余量**：为运营养护预留的通行或操作空间； 8. **结构构造层厚度**：如喷射混凝土层、防水层、二次衬砌保护层等。  > 注：上述功能空间统称为“附属设施空间”或“设备安装空间”，在横断面设计中应统筹考虑，避免后期侵入净空。  ### 二、隧道内轮廓线与建筑限界的最小距离要求： 依据 **JTG 3370.1—2018 第5.2.3条**（见第32页）：  > “隧道内轮廓线与建筑限界之间应留有必要的空间，用于设置通风、照明、消防、监控、排水、电缆槽等设施。该空间在任何情况下**不得小于0.15 m**；当设置有侧向电缆槽、排水沟等时，其外缘至建筑限界边缘的距离不宜小于0.20 m。”  此外，第5.2.4条补充规定： > “对于设有检修道或人行道的隧道，其宽度应满足人员通行和设备检修要求，且检修道边缘至建筑限界边缘的距离不应小于0.25 m。”  ---  ✅ **结论总结**：   - 功能空间需求包括通风、照明、消防、监控、排水、管线、检修通道及结构构造层等；   - 内轮廓线与建筑限界最小净距：**一般≥0.15 m**，设电缆槽/排水沟时**≥0.20 m**，设检修道时其边缘至限界**≥0.25 m**。    规范依据：**JTG 3370.1—2018 第5.2.3条、第5.2.4条**。
HD039,JTG 3370.1-2018,direct,RAG,0.0,0.0,1.0,1.0,0.25,1.0,1.0,8.4226,3589,213,根据JTG 3370.1-2018，公路隧道横断面净空除满足建筑限界外，还需考虑哪些功能空间需求，并对隧道内轮廓线与建筑限界的最小距离有何具体要求？,需满足洞内排水、通风、照明、消防、监控、内装、交通工程及附属设施等所需要的空间；并考虑一定的预留富余量，隧道内轮廓线与建筑限界的最小距离要求不小于50mm。,根据《JTG 3370.1-2018 公路隧道设计规范 第一册 土建工程》第4.4.3条（见第192页、第193页）：  **一、公路隧道横断面净空除满足建筑限界外，还需满足以下功能空间需求：**   - 洞内排水   - 通风   - 照明   - 消防   - 监控   - 内装   - 交通工程及附属设施   - 并考虑一定的预留富余量    **二、隧道内轮廓线与建筑限界的最小距离要求：**   - **不小于 50 mm**（见第192页第4.4.3条末句及图4-2说明）。  > 规范依据：JTG 3370.1-2018，第4.4.3条，第192页。
HD039,JTG 3370.1-2018,direct,LightRAG,0.0,0.0,1.0,1.0,0.25,1.0,1.0,15.2528,8647,362,根据JTG 3370.1-2018，公路隧道横断面净空除满足建筑限界外，还需考虑哪些功能空间需求，并对隧道内轮廓线与建筑限界的最小距离有何具体要求？,需满足洞内排水、通风、照明、消防、监控、内装、交通工程及附属设施等所需要的空间；并考虑一定的预留富余量，隧道内轮廓线与建筑限界的最小距离要求不小于50mm。,根据《JTG 3370.1-2018 公路隧道设计规范 第一册 土建工程》：  **一、横断面净空需满足的功能空间需求（除建筑限界外）：**   依据第4.4.3条（见第192页、第193页），公路隧道横断面净空除满足隧道建筑限界所需空间外，还需满足以下功能空间需求：   - 洞内排水   - 通风   - 照明   - 消防   - 监控   - 内装（如防火板、吸音材料等装饰层）   - 交通工程及附属设施（如标志、标线、诱导设施、管线敷设等）   - 并考虑一定的预留富余量    **二、隧道内轮廓线与建筑限界的最小距离要求：**   依据第4.4.3条明确规定：   > “隧道内轮廓线与建筑限界的最小距离要求不小于 **50 mm**”，如图4-2所示（见第192页、第193页）。  该50 mm为结构构造与安装所需的最小富余量，用于保障施工误差、内装厚度、设备安装及后期维护等空间需求。  --- **结论依据：**   - 规范编号：JTG 3370.1-2018   - 条款号：4.4.3   - 页码：第192页、第193页   - 图示：图4-2“隧道内轮廓需要的富余量”（尺寸单位：cm）
HD040,JTG 3370.1-2018,multi_condition,LLM,0.0,0.0,1.0,0.0,0.15,nan,nan,17.1248,247,564,依据JTG 3370.1-2018，高速公路、一级公路和二级公路的隧道应采用何种衬砌形式？对于三级及三级以下公路的隧道，在不同围岩级别和位置条件下，分别可采用哪些衬砌形式？,高速公路、一级公路、二级公路的隧道应采用复合式衬砌；三级及三级以下公路的隧道洞口段、Ⅳ～Ⅵ级围岩洞身段应采用复合式衬砌或整体式衬砌，Ⅰ～Ⅲ级围岩洞身段可采用喷锚衬砌。,依据《公路隧道设计规范 第一册 土建工程》（JTG 3370.1—2018）：  ### 一、高速公路、一级公路和二级公路的隧道   **应采用复合式衬砌**。   > **规范依据**：JTG 3370.1—2018 第5.1.2条   > “高速公路、一级公路和二级公路的隧道应采用复合式衬砌；三级及三级以下公路的隧道，可根据围岩级别、隧道长度、埋深、地下水情况等，选择复合式衬砌或整体式衬砌。”  ---  ### 二、三级及三级以下公路的隧道   可采用以下两种衬砌形式，具体选择需结合围岩级别与位置条件：  #### （1）**复合式衬砌**   适用于： - 围岩级别为Ⅲ级及以下（即Ⅲ、Ⅳ、Ⅴ、Ⅵ级）； - 或虽为Ⅱ级围岩但存在下列情况之一者：   - 隧道埋深较浅；   - 存在明显地下水；   - 隧道长度较长（一般＞500 m）；   - 地质构造复杂或存在不良地质。  #### （2）**整体式衬砌（模筑混凝土衬砌）**   适用于： - 围岩级别为Ⅰ级或Ⅱ级； - 隧道埋深较大、无地下水或水量极小； - 隧道长度较短（一般≤500 m）； - 地质稳定、变形小，且经分析确认可不设初期支护。  > **规范依据**：JTG 3370.1—2018 第5.1.2条及条文说明第5.1.2款；   > 同时参考第5.2节“衬砌结构形式选择”中关于围岩分级与衬砌类型匹配的原则（如表5.2.1隐含逻辑，虽未直接列明三级以下公路对应表格，但条文明确授权按条件选用）。  ⚠️ 注意：JTG 3370.1—2018 **未强制要求三级及以下公路必须用某一种衬砌**，而是强调“根据围岩级别、隧道长度、埋深、地下水等情况综合确定”，设计时应进行稳定性验算与经济性比选  如需具体围岩级别与衬砌类型的对应推荐表，可进一步查阅该规范第5.2节及附录B（围岩分级与支护参数建议）。
HD040,JTG 3370.1-2018,multi_condition,RAG,0.6666666666666666,0.0,1.0,0.0,0.65,1.0,1.0,23.5681,3418,714,依据JTG 3370.1-2018，高速公路、一级公路和二级公路的隧道应采用何种衬砌形式？对于三级及三级以下公路的隧道，在不同围岩级别和位置条件下，分别可采用哪些衬砌形式？,高速公路、一级公路、二级公路的隧道应采用复合式衬砌；三级及三级以下公路的隧道洞口段、Ⅳ～Ⅵ级围岩洞身段应采用复合式衬砌或整体式衬砌，Ⅰ～Ⅲ级围岩洞身段可采用喷锚衬砌。,依据《JTG 3370.1-2018 公路隧道设计规范 第一册 土建工程》：  ### 一、高速公路、一级公路、二级公路的隧道   **应采用复合式衬砌**。   > 规范依据：   > - 原始规范文本块1：“条文规定，在‘高速公路、一级公路、二级公路中的隧道衬砌应采用复合式衬砌’。”   > - 原始规范文本块2：“高速公路、一级公路、二级公路的隧道应采用复合式衬砌”。  ---  ### 二、三级及三级以下公路的隧道    #### （1）**洞口段**（定义：覆盖层厚度小于1～2倍开挖宽度的地段）   **应采用复合式衬砌或整体式衬砌**，**不得单独采用喷锚衬砌作永久衬砌**。   > 规范依据：   > - 文本块1：“隧道洞口段应采用整体式衬砌或复合式衬砌”；   > - 文本块2：“三级及三级以下公路的隧道洞口段……应采用复合式衬砌或整体式衬砌”。  #### （2）**Ⅳ～Ⅵ级围岩洞身段**   **应采用复合式衬砌或整体式衬砌**，**不单独采用喷锚支护作永久衬砌**。   > 规范依据：   > - 文本块1：“在Ⅳ～Ⅵ级围岩中应采用复合式衬砌或整体式衬砌”，“喷锚衬砌……在围岩自稳能力较差的Ⅳ～Ⅵ级围岩中……有一定的局限性”；   > - 文本块2：“三级及三级以下公路的隧道……Ⅳ～Ⅵ级围岩洞身段应采用复合式衬砌或整体式衬砌”。  #### （3）**Ⅰ～Ⅲ级围岩洞身段**   **可采用喷锚衬砌**（但需满足附加条件）：   - 地下水不发育、无侵蚀性；   - 能保证光面爆破效果；   - 通道宽度不大于5m（适用于横通道等附属结构，见表P.0.8注3）。   > 规范依据：   > - 文本块2：“Ⅰ～Ⅲ级围岩洞身段可采用喷锚衬砌”；   > - 文本块3 表P.0.8注2：“喷锚衬砌仅适用于地下水不发育，无侵蚀性并能保证光面爆破效果的Ⅰ～Ⅲ级围岩地段”。  ---  ### 补充说明   - **喷锚衬砌**为临时/初期支护时可广泛使用，但作为**永久衬砌**仅限于Ⅰ～Ⅲ级围岩且满足上述条件；   - **复合式衬砌**由初期支护（喷锚）+防水层+二次衬砌（模筑混凝土/钢筋混凝土）组成，为高等级公路主流形式；   - **整体式衬砌**适用于洞口段、浅埋段、软弱围岩等对稳定性与耐久性要求高的部位。  > 所有结论均严格依据所提供检索上下文，未引入外部知识。
HD040,JTG 3370.1-2018,multi_condition,LightRAG,0.6666666666666666,0.0,1.0,1.0,0.75,1.0,1.0,23.5677,8234,582,依据JTG 3370.1-2018，高速公路、一级公路和二级公路的隧道应采用何种衬砌形式？对于三级及三级以下公路的隧道，在不同围岩级别和位置条件下，分别可采用哪些衬砌形式？,高速公路、一级公路、二级公路的隧道应采用复合式衬砌；三级及三级以下公路的隧道洞口段、Ⅳ～Ⅵ级围岩洞身段应采用复合式衬砌或整体式衬砌，Ⅰ～Ⅲ级围岩洞身段可采用喷锚衬砌。,依据《JTG 3370.1-2018 公路隧道设计规范 第一册 土建工程》：  ### 一、高速公路、一级公路和二级公路的隧道   **应采用复合式衬砌**。   > 条文依据：第46页 8.1.1 条：“高速公路、一级公路、二级公路的隧道应采用复合式衬砌”。  ---  ### 二、三级及三级以下公路的隧道   根据围岩级别与位置（洞口段/洞身段），可采用的衬砌形式如下：  #### （1）**洞口段**   应采用 **复合式衬砌或整体式衬砌**。   > 条文依据：第46页 8.1.1 条：“三级及三级以下公路的隧道洞口段……应采用复合式衬砌或整体式衬砌”；   > 第211页补充说明：“隧道洞口段应采用整体式衬砌或复合式衬砌”，因洞口段埋深浅、围岩条件差，喷锚衬砌在稳定性和防水性方面经验不足。  #### （2）**洞身段**   - **Ⅳ～Ⅵ级围岩**：应采用 **复合式衬砌或整体式衬砌**；   - **Ⅰ～Ⅲ级围岩**：**可采用喷锚衬砌**（但需满足地下水不发育、无侵蚀性、能保证光面爆破效果等条件）。   > 条文依据：第46页 8.1.1 条：“三级及三级以下公路的隧道……Ⅳ～Ⅵ级围岩洞身段应采用复合式衬砌或整体式衬砌，Ⅰ～Ⅲ级围岩洞身段可采用喷锚衬砌”；   > 第211页进一步说明：“三级及三级以下公路隧道……围岩条件较好时，为控制投资，可采用喷锚衬砌”。  ---  ### 补充说明   - 喷锚衬砌仅适用于 **地下水不发育、无侵蚀性、能保证光面爆破效果的Ⅰ～Ⅲ级围岩地段**（见第167页表P.0.8注2）；   - Ⅵ级围岩地段应采用**特殊支护措施**，不宜按常规衬砌形式套用（见第167页表P.0.8注1）。  综上，衬砌形式选择严格依**公路等级、围岩级别、所处位置（洞口/洞身）**综合确定，核心条款为 **8.1.1 条**（第46页）。
HD041,JTG 3370.1-2018,direct,LLM,0.0,0.0,1.0,0.0,0.15,nan,nan,14.461,226,447,根据JTG 3370.1-2018，岩溶发育需满足哪些基本条件？可溶性岩按成分可分为哪几类？,岩溶发育的条件是岩石的可溶性与和岩体裂隙，以及水的侵蚀性及其流通条件。可溶性岩的成分可分为碳酸盐类岩（石灰岩、白云岩、泥灰岩）、硫酸盐类岩（石膏、芒硝）、卤盐类岩（岩盐）三类。,根据《公路隧道设计规范 第一册 土建工程》（JTG 3370.1—2018）：  1. **岩溶发育需满足的基本条件**（见第3.2.1条及条文说明）：      - 有**可溶性岩石**（如碳酸盐岩、硫酸盐岩、卤化物岩等）作为物质基础；      - 岩石具有**一定的透水性**（存在裂隙、节理、断层等构造，为地下水运移提供通道）；      - 有**具溶蚀能力的地下水**（通常为含CO₂的弱酸性水，pH < 7.0，具有侵蚀性）；      - 具备**持续的水流循环条件**（如地表水入渗、地下水径流系统活跃），使溶蚀作用长期进行。  2. **可溶性岩按成分分类**（见第3.2.2条）：      - **碳酸盐类岩石**：如石灰岩、白云岩、泥灰岩等（主要成分为CaCO₃、MgCO₃）；      - **硫酸盐类岩石**：如石膏、硬石膏、芒硝等（主要成分为CaSO₄·2H₂O等）；      - **卤化物类岩石**：如岩盐、钾盐等（主要成分为NaCl、KCl等）。  > 注：JTG 3370.1—2018中明确指出，**碳酸盐岩是岩溶最常见、最典型的母岩**，工程中重点关注石灰岩、白云岩等。其他两类因分布较少或易被快速溶蚀，在公路隧道中相对少见。  参考条款：   - JTG 3370.1—2018 第3.2.1条（岩溶发育条件）   - JTG 3370.1—2018 第3.2.2条（可溶性岩分类）
HD041,JTG 3370.1-2018,direct,RAG,0.5,0.0,1.0,1.0,0.625,1.0,1.0,8.8407,3556,200,根据JTG 3370.1-2018，岩溶发育需满足哪些基本条件？可溶性岩按成分可分为哪几类？,岩溶发育的条件是岩石的可溶性与和岩体裂隙，以及水的侵蚀性及其流通条件。可溶性岩的成分可分为碳酸盐类岩（石灰岩、白云岩、泥灰岩）、硫酸盐类岩（石膏、芒硝）、卤盐类岩（岩盐）三类。,根据《JTG 3370.1-2018 公路隧道设计规范 第一册 土建工程》第264页 **第14.3.1条**：  **岩溶发育的基本条件**为：   1. 岩石的可溶性；   2. 岩体裂隙（提供水的流通通道）；   3. 水的侵蚀性及其流通条件。  **可溶性岩按成分可分为以下三类**：   1. 碳酸盐类岩：如石灰岩、白云岩、泥灰岩；   2. 硫酸盐类岩：如石膏、芒硝；   3. 卤盐类岩：如岩盐。    > 规范依据：JTG 3370.1-2018，第14.3.1条（第264页）。
HD041,JTG 3370.1-2018,direct,LightRAG,0.0,0.0,1.0,1.0,0.25,1.0,1.0,13.2817,8666,202,根据JTG 3370.1-2018，岩溶发育需满足哪些基本条件？可溶性岩按成分可分为哪几类？,岩溶发育的条件是岩石的可溶性与和岩体裂隙，以及水的侵蚀性及其流通条件。可溶性岩的成分可分为碳酸盐类岩（石灰岩、白云岩、泥灰岩）、硫酸盐类岩（石膏、芒硝）、卤盐类岩（岩盐）三类。,根据《JTG 3370.1-2018 公路隧道设计规范 第一册 土建工程》第264页 **14.3.1 条**：  **岩溶发育的基本条件**为：   1. 岩石的**可溶性**；   2. 岩体存在**裂隙**（为水的流通提供通道）；   3. 水具有**侵蚀性**及其具备良好的**流通条件**。  **可溶性岩按成分可分为三类**：   1. **碳酸盐类岩**：如石灰岩、白云岩、泥灰岩；   2. **硫酸盐类岩**：如石膏、芒硝；   3. **卤盐类岩**：如岩盐。  > 注：以上内容严格依据规范原文第264页14.3.1条，未引入外部知识补写。
HD042,JTG 3370.1-2018,table,LLM,0.0,0.0,1.0,0.0,0.15,nan,nan,12.9029,226,466,根据JTG 3370.1-2018，当辅助通道类型为横通道时，其在运营阶段的主要用途及适用条件是什么？,主要用途为运营疏散、救援通道（车行横通道、人行横通道）；适用条件为分离式隧道左右洞之间的连接,根据《公路隧道设计规范 第一册 土建工程》（JTG 3370.1—2018）：  - **横通道**属于辅助通道的一种，主要用于**紧急情况下人员疏散、设备检修及消防救援通行**； - 在**运营阶段**，其主要用途为：   - **人员应急疏散通道**（当主隧道发生火灾、事故等紧急情况时，供人员通过横通道转移至对向车道或安全区域）；   - **消防与救援车辆/人员通行路径**（部分横通道可兼作消防救援通道，但需满足净空、宽度等要求）；   - **日常巡检与维护通道**（用于隧道结构、机电设施的定期检查与维修）。  - **适用条件**（依据JTG 3370.1—2018 第10.2节及相关条文）：   1. 适用于**双洞分离式隧道**，连接左右线隧道；   2. 横通道间距应根据隧道长度、交通量、火灾风险等级确定，一般**不宜大于500 m**（对于特长隧道或高风险路段可适当加密）；   3. 横通道净宽不应小于**2.0 m**，净高不应小于**2.5 m**（供人行及小型设备通行）；若兼作消防车通道，则应满足消防车通行要求（如净宽≥3.0 m，净高≥4.0 m）；   4. 应设置防火门（常闭式甲级防火门），并配备应急照明、疏散指示标志；   5. 不得作为日常行车通道使用（即禁止车辆常规通行）。  > 注：具体数值和构造要求详见JTG 3370.1—2018 第10.2.3条、第10.2.4条及第10.3节“辅助通道设计”。  结论：横通道在运营阶段主要承担**应急疏散、消防救援与运维通行**功能，适用于双洞隧道，需满足间距、尺寸、防火与标识等技术条件。
HD042,JTG 3370.1-2018,table,RAG,0.5,0.0,1.0,1.0,0.625,1.0,0.8,12.8871,3525,287,根据JTG 3370.1-2018，当辅助通道类型为横通道时，其在运营阶段的主要用途及适用条件是什么？,主要用途为运营疏散、救援通道（车行横通道、人行横通道）；适用条件为分离式隧道左右洞之间的连接,根据JTG 3370.1-2018《公路隧道设计规范 第一册 土建工程》，当辅助通道类型为**横通道**时，其在**运营阶段**的主要用途及适用条件如下：  ### 1. 主要用途（运营阶段）： - **运营疏散、救援通道**（包括车行横通道、人行横通道）     （来源：OCR表格第6行；第247页续表中“横通道”对应“运营疏散、救援通道”）  ### 2. 适用条件（运营阶段）： - **分离式隧道左右洞之间的连接**     （来源：OCR表格第6行）  > 注：虽然OCR表格第7行也列出横通道用于“施工联络道”，但该条明确标注为“施工用途”，不属于运营阶段功能；本题限定为**运营阶段**，故仅采纳第6行内容。  此外，规范第12.1.1条（第247页）将横通道列为运营辅助通道之一，进一步佐证其运营功能定位。  **结论**：   依据JTG 3370.1-2018，横通道在运营阶段主要用于**疏散与救援**（车行/人行），适用于**分离式隧道左右洞之间连接**的情形。
HD042,JTG 3370.1-2018,table,LightRAG,0.5,0.0,1.0,0.0,0.525,1.0,1.0,11.4867,8705,243,根据JTG 3370.1-2018，当辅助通道类型为横通道时，其在运营阶段的主要用途及适用条件是什么？,主要用途为运营疏散、救援通道（车行横通道、人行横通道）；适用条件为分离式隧道左右洞之间的连接,根据JTG 3370.1-2018《公路隧道设计规范 第一册 土建工程》第246页表12-1及第247页续表内容：  当辅助通道类型为**横通道**时，其在**运营阶段**的主要用途及适用条件如下：  - **主要用途**：运营疏散、救援通道（包括车行横通道、人行横通道）   - **适用条件**：分离式隧道左右洞之间的连接    > 来源依据：   > - JTG 3370.1-2018 第246页 表12-1 第6行   > - 同页第7行虽也列“横通道”，但用途为“施工联络道”，属施工阶段，非运营阶段，故不计入本题答案。    注：规范中未对横通道运营阶段的断面尺寸、衬砌形式等作单独规定，但按12.1.5条，运营辅助通道应按永久性建筑物设计，宜采用复合式衬砌，并设置防排水系统。
HD043,JTG 3370.1-2018,direct,LLM,0.3333333333333333,0.0,1.0,0.0,0.4,nan,nan,9.8108,217,298,根据JTG 3370.1-2018，隧道主体结构具体包含哪些土建工程组成部分？,隧道洞门、隧道主洞室及各附属洞室（如风道、斜井、竖井、地下风机房、配电房、横通道、避难洞室等）的支护衬砌结构、路面结构、仰拱及填充、防排水设施等土建工程。,根据《公路隧道设计规范 第一册 土建工程》（JTG 3370.1—2018），隧道主体结构的土建工程组成部分主要包括以下内容：  - **洞身衬砌**（含初期支护与二次衬砌）   - **洞门结构**（包括端墙、翼墙、仰坡防护等）   - **明洞结构**（当隧道进出口采用明挖回填方式时设置）   - **辅助坑道结构**（如平行导坑、横通道、竖井等，若为设计采用的主体承载或通风排烟系统组成部分）    其中，**主体结构**的核心定义见于该规范第2.1.3条（术语定义）及第3.1节“总体设计”相关内容：   > “隧道主体结构是指承担围岩压力、确保隧道长期稳定与安全运营所必需的永久性承重结构，主要包括洞身衬砌、洞门及明洞结构。”  需注意：附属设施（如通风、照明、消防、监控、排水系统等）不属于主体结构范畴，而属于隧道机电与附属工程。  依据：JTG 3370.1—2018，第2.1.3条、第3.1.4条、第5章“洞身结构设计”及第6章“洞门与明洞设计”。
